Position	A1	A2	B1	B2
1:1822627	9	25	0	0
1:118657745	0	3.7	0	0
1:132455019	7.6	3.8	9	5.8
1:111997241	0	0	0	0
1:155161934	95	93.7	3	5.5
1:31242754	0	4.5	0	0
1:146544745	100	95.8	94.7	95.4
1:81941968	100	100	93.7	100
1:108723062	100	100	100	94.7
1:155958622	100	100	100	100
1:138652800	93.3	96.5	0	0
1:145652368	100	96	100	100
1:153207170	91.9	90.5	52.7	40.8
1:155763492	100	91.3	20	4.8
1:147061249	40	52.3	92.8	100
1:150513587	11.1	17.6	100	96.5
1:143742008	100	92.3	41.6	50
1:155786215	100	88.4	100	100
1:123618723	86.6	100	40.7	15
1:71867099	0	0	0	0
1:155157522	88	92.3	100	100
1:140862551	0	0	0	0
1:146216856	4.1	0	0	0
1:84841681	0	0	0	0
1:133030331	75	84.3	100	100
1:147066957	13	5.7	0	2.6
1:145040852	0	0	0	0
1:107574879	0	3.4	0	0
1:152694959	0	0	0	0
1:57470566	87.7	88.8	9.5	7.1
1:5277830	81.8	81.8	9.3	10.8
1:151585497	100	100	100	100
1:144751351	100	100	100	100
1:143742085	92.3	100	41.6	31.5
1:145177442	90	100	100	100
1:157171384	100	100	0	0
1:147131989	0	2.7	0	3
1:145099102	100	93.3	92.8	100
1:140738924	0	0	0	0
1:97339589	0	0	0	0
1:65802170	0	0	0	0
1:71965847	0	0	0	0
1:146353623	100	95.8	97.2	100
1:70664479	0	0	0	0
1:74013893	90	64.2	100	100
1:83532465	0	0	0	0
1:87048237	100	90	35.7	11.1
1:131140360	100	97.4	100	100
1:155685163	100	100	12.5	6.4
1:121313671	92.5	100	100	92.8
1:65700766	0	0	0	0
1:148178402	23.5	26.3	8.3	0
1:136067498	92.8	80	92.3	100
1:143740038	92.3	96.7	21.7	20.9
1:157269079	0	0	0	0
1:147597346	100	100	100	100
1:145796049	100	90.6	100	96.9
1:155252740	100	100	100	95
1:146586317	62	21.7	100	96
1:145770109	0	0	0	0
1:65700419	0	0	0	0
1:40607904	0	0	0	0
1:144085053	90.2	90.2	17.9	15.6
1:59064372	0	0	0	0
1:152381052	95.2	100	0	0
1:132449899	13.7	4.5	0	0
1:147067298	0	0	0	0
1:155689246	40	47.3	100	96.8
1:111630797	100	88.4	13	11.7
1:143842501	81.8	88.2	100	93.3
1:44261601	0	0	0	0
1:82997478	0	0	0	0
1:95535748	0	0	0	0
1:111307758	0	0	0	0
1:81725606	0	0	4.7	0
1:3110796	100	95.8	100	97
1:145791093	90	100	100	100
1:155791104	100	92.3	100	100
1:146437143	0	0	0	0
1:21598102	0	0	0	0
1:1736260	85.7	81.2	100	96
1:145787567	100	90.4	95	100
1:5282661	72	78.8	31.5	33.9
1:146211931	87.5	100	100	100
1:135945417	0	0	0	0
1:46464317	0	0	0	0
1:88589071	0	0	0	0
1:131239456	0	0	0	0
1:135696402	100	94.1	92	96.4
1:29209867	91.8	93.2	45.6	41.9
1:52430883	0	0	10	0
1:119150855	0	0	0	0
1:90306953	0	0	3.7	3
1:67963689	0	0	0	1.9
1:142492091	4.5	5.5	0	0
1:145283258	0	0	0	0
1:81725623	0	0	0	0
1:83532436	0	0	3.2	2.7
1:139209195	80.7	80.4	7.5	6.8
1:146866922	100	83.3	96.5	100
1:142875594	3.8	0	0	0
1:3688265	100	100	100	85.7
1:242601	0	0	0	0
1:5282566	67.4	68	25.6	14.4
1:145909473	83.3	100	100	100
1:155714224	92.8	100	9	23.8
1:136722305	25	30.7	0	0
1:157268539	0	0	0	3
1:80186212	0	0	0	0
1:65463768	0	0	0	0
1:83244077	0	0	0	0
1:1495901	0	0	5.8	0
1:148592135	18.1	33.3	90	64.7
1:142874887	0	0	0	0
1:144494200	0	0	0	0
1:144046788	93.7	94.4	100	100
1:2360532	0	0	0	0
1:84029840	0	0	0	0
1:146946694	0	0	0	0
1:145640176	92.3	92.3	100	90
1:82458142	0	0	0	0
1:144846097	0	0	5	0
1:144118496	100	100	81.8	55.5
1:130003080	100	93.3	92.3	100
1:158282800	100	89.4	80	86.3
1:146216763	0	0	0	0
1:155636708	100	96	100	96
1:150520315	0	0	2.9	0
1:58153096	0	0	0	0
1:44922576	92.3	87.8	4.1	8.5
1:138470015	100	92.3	83.3	100
1:45058175	100	89.4	100	93.7
1:5447838	6.6	0	0	0
1:143741468	95.6	100	42.3	42.8
1:144130808	88.1	93.8	49.2	48.4
1:110289612	18.7	11.1	0	0
1:5447913	6.6	3.4	4.5	0
1:155641639	100	100	96.6	69.5
1:68055400	100	100	100	100
1:42655355	0	0	0	0
1:129041665	0	0	0	0
1:5283866	67.6	70.2	0	5.1
1:67087651	100	93.7	60	28.5
1:154276752	47.8	41.6	100	45.9
1:68307291	100	100	90.9	100
1:81891434	87.5	100	100	96.8
1:67962704	0	0	0	0
1:73840436	100	100	0	11.5
1:145957640	0	0	0	0
1:121880709	7.1	0	0	0
1:148123869	86.6	100	100	93.3
1:154082220	29.4	12	96.7	100
1:136961291	0	9.5	0	0
1:127132778	0	0	0	0
1:44649134	76	86.8	100	95.6
1:146918402	92.3	100	100	100
1:132776881	60	93.7	100	100
1:151611476	81.2	100	91.6	100
1:158208629	92.8	95.4	100	95.2
1:146513871	96	95.2	93.5	97.2
1:146866846	100	97.2	96.5	96.7
1:2205372	0	0	0	0
1:73813244	14.2	9.5	100	100
1:150057842	40.9	71.4	4.5	0
1:155714196	100	100	27.2	14.2
1:157481025	91.3	95.2	100	100
1:156421002	0	4.3	0	0
1:27383418	90	88	100	100
1:146844113	0	0	0	0
1:145636354	81.8	91.6	100	95.6
1:111318748	0	0	2.9	0
1:145492988	95.4	92	100	100
1:146216845	0	0	0	0
1:146963107	66.6	72	95.2	100
1:139208991	93.3	85.4	24.6	14
1:128574792	0	0	7.1	0
1:155889104	100	94.4	91.6	100
1:145791201	100	100	100	100
1:74022090	16.6	5.2	57.1	60
1:147346031	85.7	96	100	100
1:83546554	100	100	100	96.1
1:143255666	0	0	0	0
1:126876064	0	0	0	0
1:109543369	79.1	81.4	100	100
1:18993102	0	0	0	0
1:155788293	100	100	100	100
1:146320665	0	4.5	100	100
1:147120539	10	0	100	100
1:147542381	0	0	0	0
1:81991668	0	0	0	0
1:5291098	93.3	96.9	24.1	23.8
1:3257085	0	0	0	0
1:146441472	100	97.2	100	96.7
1:60917689	0	0	0	0
1:95796509	18.7	16.6	0	0
1:67023538	94.1	89.4	84.6	85
1:50332056	0	0	0	0
1:147357713	100	82.3	100	100
1:118657781	0	0	0	0
1:155892146	100	100	88.8	95.2
1:142497424	0	5.7	8.6	4.7
1:146597177	100	100	95.2	95
1:153033018	100	100	90.9	100
1:148232756	93.3	100	95.6	100
1:71406395	0	0	0	0
1:155867396	100	100	95	100
1:155184331	100	95.2	100	100
1:71484661	0	0	0	0
1:145152113	0	0	0	0
1:143534674	75	100	8.3	0
1:155501803	68.7	80.9	100	100
1:138652744	100	100	0	0
1:44845958	100	95.6	100	96.1
1:1818500	0	0	0	0
1:42531386	0	0	0	0
1:145613413	100	100	100	100
1:145177367	20	97	96.2	100
1:154737192	40	43.7	0	0
1:144074658	96.5	94.8	19.4	16.2
1:150922866	0	0	0	0
1:74237948	25	46.4	0	3.5
1:152890146	100	92.3	70.5	86.6
1:157356593	92.3	94.1	90.9	100
1:150188923	100	100	100	100
1:155786249	87.5	100	100	100
1:71248253	0	0	0	0
1:150689705	31.4	39.2	0	2.3
1:145660036	89.2	96.7	96.2	96.8
1:136961362	0	6.2	0	0
1:65325211	86.4	89.7	34.2	18.9
1:69917019	0	0	4.3	0
1:129040829	0	0	0	0
1:127827491	0	0	0	0
1:143866825	82.3	90.3	100	96.2
1:5852015	80	100	100	100
1:127041770	0	0	2.3	0
1:82574041	0	0	0	0
1:150690894	0	0	0	0
1:146436881	0	0	0	0
1:42531249	0	0	0	0
1:57786296	0	0	0	0
1:2205340	0	0	0	0
1:148177826	0	0	0	0
1:10069078	0	0	0	0
1:1407200	0	0	0	0
1:67722348	0	0	0	0
1:155786222	100	100	100	100
1:142491753	0	3.7	0	0
1:2438206	100	100	100	100
1:67843219	4.1	16	0	0
1:56978652	93.3	91.3	100	100
1:73469921	0	0	0	3.8
1:41700127	0	0	0	0
1:152695395	0	0	0	0
1:146558691	0	0	0	0
1:147565235	91.6	100	0	0
1:137745451	89.4	85.7	83.3	79.1
1:148704755	100	100	100	95.4
1:1188321	0	0	0	5.8
1:71026148	100	100	100	100
1:124947609	76.4	94.4	16.6	3.3
1:127736104	0	0	0	0
1:154247662	100	86.6	100	100
1:5287651	71.4	91.1	10.2	13.5
1:142875734	0	0	0	0
1:96245514	0	0	0	0
1:157507609	100	96.4	76.9	34.6
1:155545991	100	96.6	100	88.8
1:1833358	10	5.2	12.5	0
1:109662237	0	0	0	0
1:13548369	71.4	74	2.8	3.8
1:129041750	0	0	7.6	0
1:98517509	0	0	0	0
1:94742171	0	0	0	0
1:72020376	0	0	0	0
1:134189067	0	0	0	0
1:145154970	0	0	0	0
1:84030128	0	0	0	0
1:144461501	93.7	93.3	100	100
1:83803013	100	100	100	100
1:155108777	95.2	100	100	100
1:144100493	92.5	88.8	35.1	29.4
1:57853136	100	92.8	0	0
1:41876730	86.6	75	100	100
1:26953794	4.7	3.3	0	0
1:131156462	84	100	0	3.1
1:68268578	93.7	82.3	100	100
1:9607374	0	0	0	0
1:81592655	76.9	89.4	6.6	0
1:150058060	35.2	60.8	0	0
1:143571221	100	94.1	100	100
1:111032946	0	0	0	0
1:131854042	0	0	0	0
1:128945184	91.3	100	100	100
1:2222737	94.7	92.8	94.4	96.9
1:154802954	100	100	0	15
1:3049269	0	0	0	0
1:115480567	0	0	0	0
1:147625458	91.6	100	100	100
1:1829247	0	3.5	0	0
1:26088113	0	6.2	0	0
1:88632543	0	0	0	0
1:53368628	0	0	0	0
1:108552082	0	0	5.5	10
1:155035546	100	100	100	100
1:148807112	100	100	100	100
1:31242714	0	0	0	0
1:126876057	7.1	0	0	0
1:111318720	0	0	0	0
1:108238551	0	0	0	0
1:109662339	0	0	0	0
1:143173279	0	0	0	0
1:81063983	0	0	0	0
1:154146765	84.2	77.2	100	100
1:127041415	0	0	4.3	0
1:82997493	0	0	0	0
1:155651302	100	88.8	100	93.7
1:150228487	100	100	39.1	50
1:45735311	89	91.1	28.7	34.6
1:128832336	100	100	97.5	97.5
1:8955833	0	0	0	0
1:143990283	0	0	0	0
1:72081289	92	100	100	100
1:145492970	91.6	100	92.8	95.2
1:65031886	0	0	0	0
1:108551690	0	0	0	0
1:145637189	92	88	100	96.9
1:57462661	100	100	0	13
1:131834181	0	0	0	0
1:128772785	0	0	0	0
1:28972495	0	0	0	0
1:147342903	95	90.4	100	100
1:1865325	100	100	100	100
1:72020182	0	0	3	0
1:153212559	89.8	90.8	56.2	49.4
1:24750017	90	90	0	0
1:147352862	94.4	91.3	100	96.9
1:150670847	10	13.6	0	0
1:145028987	0	0	0	0
1:136653449	100	100	100	91.4
1:97803026	0	0	0	0
1:53169656	0	0	2	0
1:57786660	0	0	0	0
1:2180083	100	100	100	97.1
1:110289639	6.2	3.7	0	2.9
1:78843374	100	91.6	85.7	100
1:1833384	0	0	0	0
1:78733061	90	100	94.7	94.4
1:148177542	0	11.7	0	0
1:147288957	94.7	96.5	100	40.7
1:154808122	88.8	96.2	100	100
1:45031720	84.6	100	100	100
1:57449930	27.7	7.1	16.6	0
1:67290816	0	0	0	0
1:135724028	88.2	93.9	100	96.2
1:148703379	90.9	77.7	93.7	100
1:143884159	93.3	85.7	95	90.4
1:146216821	0	0	0	0
1:136067476	100	92.8	100	100
1:146318441	100	96.6	100	100
1:5255555	66.6	75.4	7.6	4.6
1:144845787	0	0	0	0
1:3721825	100	100	0	2.6
1:145164659	100	100	100	96.2
1:144124141	90.1	92.4	9.4	7.5
1:71611102	0	0	0	0
1:109586797	0	0	0	0
1:121868290	16.6	0	0	0
1:144896000	0	0	100	100
1:143231953	81.2	89.4	100	100
1:146735309	94.1	84.6	8.6	10.2
1:111857002	0	0	0	0
1:138652808	60	37.9	0	0
1:74072696	71.4	65.5	100	100
1:146490925	0	0	0	0
1:58662684	0	0	0	0
1:142911405	95	88.4	100	100
1:71839982	0	0	0	0
1:118656998	0	0	12	4.1
1:156420962	0	0	0	0
1:143173609	0	0	0	2.7
1:26031119	93.7	75	100	100
1:124947512	90.1	88	14.7	11.2
1:155939489	100	92	57.6	44.7
1:1937682	95.4	95.4	18.5	12.9
1:128772187	0	0	0	0
1:44922641	100	100	0	0
1:136722384	21.7	21.8	0	0
1:142874908	0	0	0	0
1:157219216	95	100	100	92.3
1:44199359	0	0	0	0
1:150029277	100	100	0	4.5
1:156289512	100	96.7	93.3	100
1:145194500	100	96.7	100	100
1:146464326	100	81.2	100	100
1:145809073	100	100	100	100
1:81991425	0	0	0	0
1:46355869	0	0	0	0
1:72391170	0	0	0	0
1:151689727	90	87.5	94.4	95
1:1822678	0	3.5	0	0
1:64488253	0	0	0	0
1:73469831	0	0	0	3.8
1:113502442	0	0	0	0
1:150961926	45	39.1	0	5
1:155729623	96.2	92	100	100
1:128085826	0	0	0	0
1:147790455	90.4	95	100	100
1:114431784	0	0	0	5
1:146821045	100	94.4	89.4	100
1:127736509	0	0	0	0
1:146586968	43.4	39.3	100	100
1:5448469	12.5	0	0	0
1:157561476	95.6	91.1	94.4	100
1:72020388	0	0	0	0
1:142491886	0	0	0	0
1:136598399	100	93.7	100	81.2
1:88111811	0	0	0	0
1:150047819	0	0	0	0
1:148076299	92	100	100	100
1:9918286	100	100	100	100
1:84927084	0	0	0	0
1:83181496	0	0	0	0
1:115327447	95	84.6	100	100
1:1324873	0	0	0	0
1:147587105	100	94.1	15.7	5.5
1:81252327	0	0	2.8	0
1:146437140	0	0	0	3.3
1:146859224	0	0	0	0
1:115478987	0	0	7.1	0
1:128772458	0	4	0	0
1:144845776	0	0	0	0
1:9873270	100	100	93.7	90
1:81202659	91.6	73.6	100	96.2
1:97308095	0	0	0	0
1:5242775	95.8	96.7	36.9	40
1:154055832	100	100	100	100
1:111645027	90	72.2	96.7	100
1:143741975	100	92.3	16.6	31.5
1:1005643	94.7	95.6	100	100
1:58662803	0	0	0	0
1:141841351	75	90.4	0	0
1:147353939	30.7	63.1	100	100
1:37867059	0	0	2.6	0
1:1223261	0	0	0	0
1:146436812	0	0	0	2.1
1:128574995	0	0	0	0
1:137499276	0	0	5.5	0
1:74359294	81.8	25	69.2	0
1:121851939	0	5.5	0	0
1:138594137	90.9	100	100	100
1:57035947	0	0	0	0
1:150943922	0	0	0	0
1:100539438	0	0	0	0
1:156494736	100	78.5	100	100
1:142874865	0	0	0	0
1:143866886	100	96.2	100	100
1:2360263	0	0	0	0
1:93470213	0	0	0	0
1:153971720	0	0	0	0
1:153799513	90	100	30.7	52.9
1:147582049	100	94.1	100	100
1:142492136	4.5	0	0	0
1:112313281	0	8	0	10.7
1:83473832	90	100	100	100
1:79387640	100	100	92.5	100
1:18909304	0	0	3.7	3.8
1:145215674	100	100	90	90.4
1:117768665	100	100	94.4	100
1:150674400	6.2	21.4	0	0
1:146642608	100	86.3	100	100
1:145822824	0	0	0	0
1:146586246	92.8	65.5	100	100
1:108086920	0	0	0	0
1:150163496	0	0	0	0
1:158081454	33.3	44.8	0	3.3
1:150384134	100	100	100	91.6
1:50332728	0	0	0	0
1:153336199	100	100	100	100
1:5264601	92.1	92.3	46.9	39.4
1:131239474	0	0	0	0
1:140046388	0	0	0	0
1:81878975	0	0	0	0
1:143204324	43.7	62.5	0	8.3
1:135656598	0	12.5	0	0
1:145791415	100	94.7	100	100
1:145197687	100	100	95.4	93.3
1:80721493	88.2	100	0	0
1:97308387	0	0	0	0
1:150682354	4.5	0	100	89.6
1:144074932	92.8	85.7	19.4	2.7
1:58384435	0	0	0	0
1:147061465	80	91.3	100	95.2
1:146856661	100	97.6	100	96.2
1:59064186	0	0	0	0
1:152889849	85.7	90.9	57.8	76.4
1:121898049	15	23.3	0	0
1:135805318	4.1	0	0	0
1:124947649	83.3	90.9	41.6	50
1:1324368	0	0	0	0
1:143909617	0	0	0	0
1:66900127	27.2	8.3	0	0
1:5282612	90.2	87.7	22.3	18.3
1:155010336	0	0	4.3	0
1:146946780	0	0	0	0
1:132382575	61.5	88.4	100	94.7
1:70946977	0	0	0	0
1:96788099	0	0	4.7	0
1:150307806	0	0	0	0
1:117677387	0	0	0	0
1:145623342	90.9	94.1	100	100
1:127318573	0	0	0	0
1:146216606	0	0	0	9.5
1:152684029	85	94.7	92.3	100
1:132446943	0	0	0	0
1:140913001	0	0	0	0
1:126044998	100	100	96	96
1:144130701	94.8	94	30	25.3
1:154219824	66.6	90	0	0
1:110982942	94.1	100	11.1	16
1:47069372	100	88.2	9	0
1:73562926	6.6	15	0	0
1:144795427	100	100	96	100
1:59064445	0	0	5.5	5.2
1:118300859	0	0	0	0
1:82210390	0	0	0	0
1:135945377	0	4.5	0	0
1:2635083	91.3	100	100	100
1:1189114	0	0	0	0
1:1306152	0	0	25	11.1
1:131253280	0	9	0	0
1:143582733	100	100	92.8	22.5
1:108551886	0	0	0	0
1:150163422	0	0	0	0
1:88074988	0	3.3	0	0
1:155778645	100	100	100	100
1:132450303	26.6	16	3.7	0
1:2914869	0	0	10	0
1:58837300	0	0	0	0
1:141013363	0	0	0	0
1:57850472	81.8	58.3	100	100
1:147828141	100	100	100	100
1:136430470	93.3	87.8	100	91.3
1:147067233	0	0	0	0
1:97951969	0	0	0	9
1:145216344	94.1	86.6	100	100
1:145813299	0	0	0	0
1:111935838	96.7	100	34.7	100
1:144845919	0	0	0	0
1:83484840	0	0	0	0
1:128917200	0	3.1	0	3.8
1:97845672	0	0	0	0
1:124944908	92.5	93.5	28.5	25.5
1:80598337	100	100	93.3	100
1:110963463	72.2	100	75	73.9
1:37834393	100	86.9	100	94.7
1:121880635	0	0	0	8.3
1:33691478	100	92.5	0	8.3
1:136627672	54.1	42.1	100	100
1:71611455	0	0	5.5	0
1:64871092	0	0	0	0
1:83446918	100	100	100	100
1:155951258	100	100	100	100
1:15366408	13.3	8.3	0	0
1:45733116	67.7	67.3	9.4	11.4
1:151449707	100	93.9	96.6	91.8
1:45142557	69.1	77	5.2	5
1:128085840	0	0	0	7.6
1:151808182	100	96.6	100	96.7
1:18993424	0	0	0	0
1:1496184	0	0	0	2.3
1:1697157	90.9	90	100	100
1:144120543	90.9	89.2	77.7	71.4
1:132454953	7.6	0	3.3	10
1:145609821	0	0	0	0
1:151452424	0	0	0	0
1:144115584	81.2	91.6	16.1	16.6
1:136536458	34.4	31.8	0	0
1:3305653	93.7	81.2	100	100
1:157268050	0	0	0	0
1:146850920	100	100	100	95.6
1:29209817	91.9	94.1	20.1	14
1:152694767	0	7.6	0	0
1:57786461	0	0	0	0
1:11273979	88.8	91.5	19	19.6
1:145770030	0	0	0	0
1:65700781	0	0	0	0
1:145941628	86.6	80	100	100
1:111318717	0	0	0	0
1:129562512	80	100	92.8	100
1:57786470	0	0	0	0
1:150943949	0	5.5	0	0
1:75101829	0	0	0	0
1:13548285	71.1	71.5	13.6	14.3
1:110277900	0	0	0	0
1:95200175	0	3.3	0	0
1:1818588	0	0	0	4.1
1:31242257	0	0	0	0
1:148266854	0	0	0	0
1:131156156	92	92.8	0	4.3
1:147098584	100	100	100	94.4
1:144494554	6.2	0	0	0
1:147352347	89.4	86.9	100	100
1:144494208	0	0	0	0
1:111856800	0	0	0	0
1:121898144	20	10.7	5.2	0
1:143612844	100	96.5	100	100
1:80661737	100	100	25	25
1:95170675	0	0	0	0
1:57459698	80.4	63.6	4	2.5
1:145282823	0	0	0	0
1:147421270	91.6	95	100	94.7
1:94502809	100	85.7	100	95.8
1:145756879	0	8.3	0	0
1:131239321	4.1	0	0	0
1:50334370	0	0	6.6	0
1:150922844	0	0	0	0
1:80647517	100	100	61.1	50
1:28972391	0	0	0	0
1:147271304	92.3	100	96.1	100
1:98510788	0	0	0	0
1:46543693	0	0	0	0
1:147569655	95.6	93.7	91.6	96.2
1:118475954	0	0	0	0
1:145863036	87.5	97.5	100	100
1:110276957	0	10.5	0	0
1:155685187	90.9	100	16.6	9.6
1:83485466	0	0	0	0
1:145194676	80	80	100	100
1:144130795	96.4	92.4	25.3	28.7
1:148057499	0	0	0	0
1:106225159	4.3	15.7	18.1	11.7
1:67544764	0	0	0	0
1:108086084	0	0	0	0
1:1771095	77.2	88	96.7	87.1
1:140046132	0	0	0	0
1:144487585	78.5	88.2	91.6	100
1:77344185	0	0	0	0
1:155721813	96.1	100	100	100
1:69917164	0	0	0	0
1:72390355	0	0	0	0
1:155010051	0	0	0	0
1:5272659	83.3	88.4	34.4	22.7
1:125884859	0	0	0	0
1:2107843	0	0	0	0
1:144887657	100	100	100	97.2
1:26087212	5	5	0	0
1:145695830	0	0	0	0
1:88632484	0	0	0	0
1:67116652	61.1	81.2	0	4.3
1:127132633	0	0	0	0
1:145754649	100	93.7	100	93.7
1:146767156	4	5.7	0	3
1:83424985	0	0	0	0
1:139207030	76.9	80.6	26.5	16.2
1:41876702	100	100	100	100
1:83609879	0	0	0	0
1:46316796	0	0	0	0
1:119985552	0	0	0	0
1:149100263	94.4	100	100	50
1:144085136	81.2	80	15	20.3
1:58153136	0	0	0	0
1:108291970	0	0	0	0
1:67720791	0	0	0	0
1:26612566	76.9	88.8	100	100
1:6311738	90	85.7	95.4	100
1:100157536	0	0	0	0
1:147348097	83.3	76	100	100
1:119438028	10.5	0	0	0
1:156685438	100	96.8	0	5.4
1:146132017	10.5	6.2	87.5	95.6
1:153203651	76.5	83.7	9.7	5.4
1:144019156	100	100	95.4	96.6
1:143670470	96.7	100	100	100
1:1821881	22.2	15.1	0	0
1:137499282	0	0	0	0
1:1776628	0	0	0	0
1:144110122	66.6	75.7	2.9	2.5
1:150587611	93.7	100	0	0
1:73741819	50	52.6	0	0
1:9607844	0	0	0	0
1:143659086	92.5	100	100	100
1:31242488	0	0	0	0
1:370806	0	0	18.1	6.2
1:1626374	0	2.6	0	0
1:42531137	0	0	0	0
1:59326846	36.3	50	93.3	100
1:128873414	100	100	86.6	94.1
1:111856521	0	0	0	4.3
1:73484666	0	0	0	0
1:94742100	0	0	0	0
1:88632759	0	2.7	0	0
1:146946325	0	0	0	0
1:145756897	0	0	0	10
1:144589651	95	95.8	100	96.1
1:371651	100	100	86.6	95.2
1:67544867	0	0	0	0
1:135805270	0	0	0	0
1:57479962	78.7	89.3	21.4	26
1:155112572	100	94.4	100	100
1:11272919	64.1	62	15.3	12.7
1:84095653	0	0	0	0
1:154658283	0	0	0	0
1:37405691	100	90.9	92.3	91.6
1:148776476	0	0	0	0
1:146121280	100	88.2	100	95.4
1:80647454	100	100	61.1	50
1:56308634	0	0	9	0
1:145695605	0	0	0	0
1:1591741	0	0	0	0
1:1736244	100	81.2	91.6	96
1:152615952	92.5	100	100	100
1:155701967	94.4	100	100	80
1:158079195	0	0	0	0
1:139880904	0	0	0	0
1:79884059	76.9	86.6	100	100
1:81043646	0	0	0	0
1:18720267	0	0	0	0
1:145487542	10	9	100	90.9
1:143021387	88.8	100	0	3.3
1:146318284	100	100	100	100
1:145282859	0	0	0	0
1:145802940	100	100	100	100
1:143741192	100	100	16.6	28.5
1:125886374	0	0	0	0
1:1832997	10	0	0	0
1:155741838	100	97	3.7	0
1:112533635	80	75	84.6	77.2
1:116429066	0	0	0	0
1:44480333	90.9	96.1	86.6	73.3
1:2459193	100	95.6	100	100
1:83530622	0	0	0	0
1:71840256	0	0	0	0
1:145230936	70	61.5	90.9	100
1:82573953	0	0	0	0
1:73550984	100	100	100	100
1:155990806	100	100	72.2	82.3
1:146844227	0	0	0	3.2
1:146206823	90.9	100	100	100
1:155802522	100	100	0	0
1:128085715	0	4.7	0	0
1:109586890	7.1	4.3	0	0
1:155569410	0	0	3.5	0
1:149485173	95	100	96.2	92.8
1:140492657	0	0	0	4
1:28214918	95.6	91.6	93.9	82.3
1:132449694	0	0	0	0
1:154923138	0	0	0	0
1:112533701	85	78.2	94.1	96.1
1:144272559	94.7	100	90.9	88.2
1:141013380	0	0	0	0
1:145786794	93.7	100	100	96.2
1:140046802	85.7	76.9	0	0
1:133525866	0	0	0	0
1:128085801	0	0	0	0
1:146558676	0	0	0	0
1:44965560	0	0	0	0
1:146491513	0	0	0	0
1:145813315	0	0	0	0
1:148131991	100	100	3	0
1:145609755	0	0	0	0
1:128335742	100	95	96.1	65.2
1:147856468	0	0	0	0
1:138680945	57.8	100	2.9	0
1:2205368	0	0	0	0
1:2067066	0	0	0	0
1:82148997	89.6	95.8	96.4	92.8
1:111644983	90	95.4	100	100
1:157268512	0	0	0	0
1:88389953	0	0	0	0
1:65700401	0	0	0	0
1:11273260	62.5	58.3	11.1	10.3
1:154283033	93.7	82.6	94.4	100
1:158081419	14.2	6.8	0	0
1:150514598	92.8	91.3	100	100
1:87048324	100	100	37.5	35
1:98346579	100	88.8	0	0
1:28412526	100	90	90	95.2
1:59473972	94.7	92.3	92.8	100
1:2917625	0	0	0	0
1:137498650	14.8	17.3	0	0
1:45058310	100	94.7	100	100
1:118537612	0	0	0	0
1:4713109	80	83.8	12.5	4
1:128468035	0	0	0	0
1:1743749	8.6	12.1	8.3	0
1:154187535	0	11.7	17.6	10
1:129484960	92.3	82.3	64.2	59
1:145052382	92.3	100	100	97.6
1:155147629	94.7	90	100	100
1:1307030	0	0	0	0
1:83424679	0	4.3	0	0
1:44931498	100	100	60	76.9
1:151420511	100	100	93.3	100
1:111686682	0	0	0	0
1:82457185	100	96.8	4.5	31.8
1:145649354	100	93.9	100	96
1:147857035	0	0	0	0
1:155735725	85.7	100	100	0
1:68391006	100	100	100	100
1:11274552	71.4	61.9	17.3	0
1:145154938	0	0	0	0
1:147040630	95.6	100	100	100
1:115327409	100	84.6	100	100
1:57476267	75.7	76.1	3.5	15.7
1:128872214	66.6	76.9	100	96.8
1:127040932	0	0	0	0
1:401149	0	5.8	0	0
1:111645274	66.6	63.3	100	94.1
1:154070425	100	87.5	100	100
1:132076177	30	21.7	0	0
1:146821034	100	100	100	100
1:44845968	95.2	91.3	100	100
1:147408347	90.4	68.4	77.2	48
1:144494537	0	0	0	0
1:147097663	90	100	100	100
1:119150430	0	3.7	0	0
1:2205056	0	0	0	0
1:155534311	89.4	95.6	100	100
1:118319588	100	100	100	96.7
1:157171146	100	100	0	0
1:146178037	100	42.3	84.6	88
1:97803058	5	0	0	0
1:126874208	0	0	6.2	3.1
1:147585263	88.2	94.7	100	97.3
1:43730036	0	0	0	0
1:5275473	90	84.2	14.8	12.8
1:85951586	0	3.5	0	0
1:139155413	0	0	0	0
1:138462985	100	88.2	100	100
1:107927808	0	0	7.1	0
1:57454222	90.9	72.9	13.2	12.5
1:131862903	55.5	53.8	11.1	5
1:43729894	0	0	0	2.5
1:127469353	0	0	0	0
1:15182194	92.3	100	100	100
1:153794731	94.1	94.7	100	100
1:146778697	95.4	90	100	100
1:143999694	0	0	92.3	92.8
1:11273768	92.1	93.1	45.6	42.8
1:150725317	90	100	100	100
1:144130730	77.5	73.4	7.1	3.7
1:155684504	89.4	81.8	0	0
1:84030108	0	0	0	0
1:153817895	100	100	100	85.7
1:80857842	77.7	91.6	96	100
1:73384978	100	100	100	100
1:147760925	100	100	100	97.2
1:156105184	100	91.3	100	100
1:150673037	12.5	0	0	0
1:107009646	0	0	0	0
1:158078615	0	0	0	0
1:128335068	84.6	86.2	100	100
1:83447048	81.8	54.5	100	100
1:128967083	86.6	100	6.2	10
1:46347602	100	100	100	90.9
1:155743186	0	0	0	6.6
1:146697361	89.4	88	100	100
1:71611334	0	0	0	0
1:2914738	3.7	0	0	0
1:144436543	100	88.4	92.5	100
1:65802786	0	0	0	0
1:153653367	100	100	91.3	95.6
1:154658277	0	0	0	0
