Ensembl Gene ID	Associated Gene Name	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
ENSBTAG00000004786	TMEM134	transmembrane protein 134 [Source:HGNC Symbol;Acc:HGNC:26142]	29	45997538	46002434	-1
ENSBTAG00000005961	CDC42SE2	CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]	7	24318564	24436629	-1
ENSBTAG00000008158	CCDC68	coiled-coil domain containing 68 [Source:HGNC Symbol;Acc:HGNC:24350]	24	54728527	54786445	-1
ENSBTAG00000004685	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744]	22	17372630	17613438	1
ENSBTAG00000004005	WDR7	WD repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:13490]	24	56467338	56817379	1
ENSBTAG00000002196	TCEB1	transcription elongation factor B subunit 1 [Source:HGNC Symbol;Acc:HGNC:11617]	14	39328605	39348337	-1
ENSBTAG00000019772	OXTR	oxytocin receptor [Source:HGNC Symbol;Acc:HGNC:8529]	22	17817626	17827292	1
ENSBTAG00000008842	JPH1	junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]	14	39633189	39725607	-1
ENSBTAG00000005477	LAPTM5	lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]	2	123350418	123376541	1
ENSBTAG00000012608	GDAP1	ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]	14	39757054	39776010	1
ENSBTAG00000008280	HNF4G	hepatocyte nuclear factor 4 gamma [Source:HGNC Symbol;Acc:HGNC:5026]	14	40830954	40965775	1
ENSBTAG00000022819	ONECUT2	one cut homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8139]	24	57193944	57239492	1
ENSBTAG00000005738	ATP8B1	ATPase phospholipid transporting 8B1 [Source:HGNC Symbol;Acc:HGNC:3706]	24	57380076	57487773	-1
ENSBTAG00000012848	PTPRU	protein tyrosine phosphatase, receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]	2	124819576	124906896	-1
ENSBTAG00000000292	TCIRG1	T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3 [Source:HGNC Symbol;Acc:HGNC:11647]	29	46214074	46223038	1
ENSBTAG00000019534	TRNT1	tRNA nucleotidyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:17341]	22	23252786	23276374	-1
ENSBTAG00000010304	CHKA	choline kinase alpha [Source:HGNC Symbol;Acc:HGNC:1937]	29	46225620	46257618	-1
ENSBTAG00000013309	SRSF4	serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]	2	124956594	124982238	1
ENSBTAG00000005903	LRP5	LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]	29	46485172	46573460	1
ENSBTAG00000027916	MALT1	MALT1 paracaspase [Source:HGNC Symbol;Acc:HGNC:6819]	24	58282742	58346780	1
ENSBTAG00000021525			2	125426086	125427402	-1
ENSBTAG00000013588	ZNF532	zinc finger protein 532 [Source:HGNC Symbol;Acc:HGNC:30940]	24	58491691	58551186	1
ENSBTAG00000007303	RAD21	RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]	14	49558483	49588327	1
ENSBTAG00000011954	SEC11C	SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]	24	58659025	58670236	1
ENSBTAG00000035858	MCC	mutated in colorectal cancers [Source:HGNC Symbol;Acc:HGNC:6935]	10	610854	933224	1
ENSBTAG00000037571	EBAG9	Estrogen receptor binding site associated, antigen, 9; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q0P578]	14	57006997	57020071	-1
ENSBTAG00000001739	CDH20	cadherin 20 [Source:HGNC Symbol;Acc:HGNC:1760]	24	60532425	60586879	1
ENSBTAG00000018644	PDZRN3	PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]	22	28238772	28506578	1
ENSBTAG00000025358	SNX2	sorting nexin 2 [Source:HGNC Symbol;Acc:HGNC:11173]	7	32329451	32388793	-1
ENSBTAG00000004348	MRPL21	mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]	29	46913943	46923884	-1
ENSBTAG00000014099	YTHDC2	YTH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24721]	10	2361696	2434171	1
ENSBTAG00000007569	TNFRSF11A	TNF receptor superfamily member 11a [Source:HGNC Symbol;Acc:HGNC:11908]	24	61239109	61275194	1
ENSBTAG00000011076	KCNN2	potassium calcium-activated channel subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:6291]	10	3206567	3373648	1
ENSBTAG00000015183	TPCN2	two pore segment channel 2 [Source:HGNC Symbol;Acc:HGNC:20820]	29	47037688	47067971	1
ENSBTAG00000019614	FAM76A	family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]	2	126189467	126219819	-1
ENSBTAG00000007723	KDSR	3-ketodihydrosphingosine reductase precursor  [Source:RefSeq peptide;Acc:NP_001039384]	24	62118339	62157966	-1
ENSBTAG00000033902	SLC25A32	solute carrier family 25 member 32 [Source:HGNC Symbol;Acc:HGNC:29683]	14	63256695	63289517	1
ENSBTAG00000011898	ORAOV1	oral cancer overexpressed 1 [Source:HGNC Symbol;Acc:HGNC:17589]	29	47566373	47572524	-1
ENSBTAG00000035030	TMED7	transmembrane p24 trafficking protein 7 [Source:HGNC Symbol;Acc:HGNC:24253]	10	4409118	4418520	-1
ENSBTAG00000008623	FGF3	fibroblast growth factor 3 [Source:HGNC Symbol;Acc:HGNC:3681]	29	47692830	47699877	-1
ENSBTAG00000009997	ANO1	anoctamin 1 [Source:HGNC Symbol;Acc:HGNC:21625]	29	47917031	48011753	1
ENSBTAG00000010734	NOP16	NOP16 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:26934]	7	39202866	39207621	-1
ENSBTAG00000010740	CLTB	clathrin light chain B [Source:HGNC Symbol;Acc:HGNC:2091]	7	39210710	39230761	-1
ENSBTAG00000006071	CTTN	cortactin [Source:HGNC Symbol;Acc:HGNC:3338]	29	48167168	48194210	1
ENSBTAG00000010360	LRIG1	leucine rich repeats and immunoglobulin like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]	22	35068218	35181384	1
ENSBTAG00000003171	SHANK2	SH3 and multiple ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:14295]	29	48217044	48378574	-1
ENSBTAG00000000897	IQGAP2	IQ motif containing GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:6111]	10	7554265	7867328	1
ENSBTAG00000009803	SNCB	synuclein beta [Source:HGNC Symbol;Acc:HGNC:11140]	7	39447682	39456598	-1
ENSBTAG00000001024	ARID1A	AT-rich interactive domain-containing protein 1A  [Source:RefSeq peptide;Acc:NP_001192714]	2	127000106	127066994	-1
ENSBTAG00000001077	OSBPL5	oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]	29	49122352	49157383	1
ENSBTAG00000017833	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13432]	14	66242247	66298706	1
ENSBTAG00000014447	RPS6KA1	ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]	2	127164652	127202531	-1
ENSBTAG00000038104			2	127251767	127255331	-1
ENSBTAG00000005629	AIM1L	absent in melanoma 1-like [Source:HGNC Symbol;Acc:HGNC:17295]	2	127370017	127395010	1
ENSBTAG00000010777	CARS	cysteinyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:1493]	29	49202354	49254992	1
ENSBTAG00000013213	OSR2	odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830]	14	67533222	67540870	-1
ENSBTAG00000000265	SYNPR	synaptoporin [Source:HGNC Symbol;Acc:HGNC:16507]	22	37900573	38097884	-1
ENSBTAG00000005321	CADPS	calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]	22	38689066	39042517	1
ENSBTAG00000046739		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G5E6P1]	14	68155816	68172199	1
ENSBTAG00000020199	F2R	coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]	10	7879496	7897150	1
ENSBTAG00000012742	SLC22A18	solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964]	29	49332572	49351638	-1
ENSBTAG00000021911	PTPRG	protein tyrosine phosphatase, receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]	22	39175038	40360572	-1
ENSBTAG00000018493	ERICH5	glutamate rich 5 [Source:HGNC Symbol;Acc:HGNC:26823]	14	68428890	68454310	-1
ENSBTAG00000009249	OTP	orthopedia homeobox [Source:HGNC Symbol;Acc:HGNC:8518]	10	8689469	8698219	-1
ENSBTAG00000011908	CPQ	carboxypeptidase Q [Source:HGNC Symbol;Acc:HGNC:16910]	14	69287302	69893052	-1
ENSBTAG00000047495	CD81	CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]	29	49842969	49848639	-1
ENSBTAG00000007687	GDF6	growth differentiation factor 6 [Source:HGNC Symbol;Acc:HGNC:4221]	14	70399571	70416866	1
ENSBTAG00000002702	TSPAN32	tetraspanin 32 [Source:HGNC Symbol;Acc:HGNC:13410]	29	49879043	49926003	-1
ENSBTAG00000026769	ASCL2	achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]	29	49955760	49957635	1
ENSBTAG00000013066	IGF2	Insulin-like growth factor II Insulin-like growth factor II Preptin [Source:UniProtKB/Swiss-Prot;Acc:P07456]	29	50046626	50065230	1
ENSBTAG00000000103		Mitochondrial ribosomal protein L23; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q32PA7]	29	50182529	50187374	-1
ENSBTAG00000022004	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	22	43674720	43815706	-1
ENSBTAG00000022158	TNNT3	troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]	29	50218484	50233948	-1
ENSBTAG00000021778	SEPN1	selenoprotein N  [Source:RefSeq peptide;Acc:NP_001108448]	2	127851648	127869417	-1
ENSBTAG00000003069	MAN1C1	mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]	2	127888646	128008111	-1
ENSBTAG00000010447	LSP1	lymphocyte-specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707]	29	50238211	50276209	-1
ENSBTAG00000021964	CDH17	cadherin 17 [Source:HGNC Symbol;Acc:HGNC:1756]	14	72437129	72525873	1
ENSBTAG00000002988	TMEM57	transmembrane protein 57 [Source:HGNC Symbol;Acc:HGNC:25572]	2	128137418	128203726	-1
ENSBTAG00000020802		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MZG0]	22	44235618	44376594	1
ENSBTAG00000009915	AP2A2	AP-2 complex subunit alpha-2  [Source:RefSeq peptide;Acc:NP_001069170]	29	50406823	50444533	-1
ENSBTAG00000010278	STPG1	sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070]	2	129096652	129156302	1
ENSBTAG00000009899	CHID1	chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474]	29	50539399	50558480	1
ENSBTAG00000010029	ERC2	ELKS/RAB6-interacting/CAST family member 2 [Source:HGNC Symbol;Acc:HGNC:31922]	22	45094510	45555745	1
ENSBTAG00000020954	TRIM7	tripartite motif containing 7 [Source:HGNC Symbol;Acc:HGNC:16278]	7	41718720	41731788	-1
ENSBTAG00000020221	WNT5A	Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]	22	46096245	46112683	1
ENSBTAG00000015158	VWA9	von Willebrand factor A domain containing 9 [Source:HGNC Symbol;Acc:HGNC:25372]	10	12414154	12448221	-1
ENSBTAG00000008072	SRSF10	serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713]	2	129522680	129534734	1
ENSBTAG00000030434	FUCA1	fucosidase, alpha-L- 1, tissue [Source:HGNC Symbol;Acc:HGNC:4006]	2	129652475	129675550	1
ENSBTAG00000015734	RMDN1	Regulator of microtubule dynamics protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q32KL4]	14	78559844	78593622	1
ENSBTAG00000011178	IL17RB	interleukin 17 receptor B [Source:HGNC Symbol;Acc:HGNC:18015]	22	47609791	47625159	-1
ENSBTAG00000021092	ATP6V0D2	ATPase H+ transporting V0 subunit d2 [Source:HGNC Symbol;Acc:HGNC:18266]	14	78908052	78964199	-1
ENSBTAG00000019767	MIER2	MIER family member 2 [Source:HGNC Symbol;Acc:HGNC:29210]	7	44606513	44622229	-1
ENSBTAG00000015050	HCN2	hyperpolarization activated cyclic nucleotide gated potassium channel 2 [Source:HGNC Symbol;Acc:HGNC:4846]	7	44831440	44850882	1
ENSBTAG00000014145	SKOR1	SKI family transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:21326]	10	14643435	14652697	1
ENSBTAG00000015051	POLRMT	RNA polymerase mitochondrial [Source:HGNC Symbol;Acc:HGNC:9200]	7	44851525	44864879	-1
ENSBTAG00000014349	RNF126	ring finger protein 126 [Source:HGNC Symbol;Acc:HGNC:21151]	7	44880292	44888201	-1
ENSBTAG00000019579		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1N741]	29	50654119	50655720	1
ENSBTAG00000031061	POLR2L	RNA polymerase II subunit L [Source:HGNC Symbol;Acc:HGNC:9199]	29	50689638	50694424	1
ENSBTAG00000045829	AZU1	azurocidin 1 [Source:HGNC Symbol;Acc:HGNC:913]	7	44968578	44971470	1
ENSBTAG00000016448	ZBTB40	zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:HGNC:29045]	2	130900401	130937992	-1
ENSBTAG00000005144	PNPLA2	patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]	29	50742386	50747161	-1
ENSBTAG00000010348	PDDC1	Parkinson disease 7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26616]	29	50849497	50854698	1
ENSBTAG00000010336	TALDO1	transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559]	29	50856122	50863486	-1
ENSBTAG00000017122	HSPG2	heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]	2	131517579	131587498	1
ENSBTAG00000030999	DUSP8	dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]	29	50887355	50951170	1
ENSBTAG00000008607	ARID3A	AT-rich interaction domain 3A [Source:HGNC Symbol;Acc:HGNC:3031]	7	45084727	45113807	1
ENSBTAG00000025597	GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B [Source:HGNC Symbol;Acc:HGNC:16768]	7	45130771	45141868	1
ENSBTAG00000014236	NR2E3	nuclear receptor subfamily 2 group E member 3 [Source:HGNC Symbol;Acc:HGNC:7974]	10	18631676	18637310	1
ENSBTAG00000022147	EPS8L2	EPS8 like 2 [Source:HGNC Symbol;Acc:HGNC:21296]	29	50933806	50949800	-1
ENSBTAG00000020766	ABCA7	ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37]	7	45165707	45182208	1
ENSBTAG00000011249	MOB2	MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904]	29	50963918	51016954	1
ENSBTAG00000047713	LMNTD2	lamin tail domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28561]	29	51036147	51077863	1
ENSBTAG00000017861	BRSK2	BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11405]	29	51057469	51115452	-1
ENSBTAG00000047658	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]	22	49019728	49032603	-1
ENSBTAG00000048098	PKP3	plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]	29	51272554	51279442	-1
ENSBTAG00000024814	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:26315]	29	51291089	51345808	-1
ENSBTAG00000008951	ALPL	alkaline phosphatase, liver/bone/kidney [Source:HGNC Symbol;Acc:HGNC:438]	2	131791680	131857642	-1
ENSBTAG00000002977	ECE1	endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]	2	131935441	132060210	1
ENSBTAG00000008274	MUC5B	mucin 5B, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7516]	29	51371105	51461957	-1
ENSBTAG00000019419	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7 [Source:HGNC Symbol;Acc:HGNC:7714]	7	45427274	45433438	1
ENSBTAG00000002960			22	49182445	49227366	1
ENSBTAG00000015433	APC2	APC2, WNT signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:24036]	7	45478115	45495383	1
ENSBTAG00000017466	HCN4	hyperpolarization activated cyclic nucleotide gated potassium channel 4 [Source:HGNC Symbol;Acc:HGNC:16882]	10	19980212	20021927	-1
ENSBTAG00000017644	KIF17	kinesin-like protein KIF17  [Source:RefSeq peptide;Acc:NP_001098682]	2	132533579	132584194	1
ENSBTAG00000038262			29	51434553	51441943	-1
ENSBTAG00000020850	MUL1	mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]	2	132731029	132738645	1
ENSBTAG00000008695	TCF3	transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11633]	7	45599593	45630734	-1
ENSBTAG00000013369	COL14A1	collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]	14	83892853	84109620	1
ENSBTAG00000047578			7	45715314	45733680	1
ENSBTAG00000020229	ATP8B3	ATPase phospholipid transporting 8B3 [Source:HGNC Symbol;Acc:HGNC:13535]	7	45738428	45760463	-1
ENSBTAG00000018198		Toll-like receptor 9  [Source:UniProtKB/TrEMBL;Acc:A5H631]	22	49229610	49233939	1
ENSBTAG00000020232	REXO1	RNA exonuclease 1 homolog [Source:HGNC Symbol;Acc:HGNC:24616]	7	45765019	45784173	-1
ENSBTAG00000045762	SCAMP4	secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385]	7	45838685	45856001	1
ENSBTAG00000010234	DHRS1	dehydrogenase/reductase 1 [Source:HGNC Symbol;Acc:HGNC:16445]	10	20704886	20713840	1
ENSBTAG00000002718	TINF2	TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]	10	20760139	20763063	1
ENSBTAG00000004554	CAPZB	capping actin protein of muscle Z-line beta subunit [Source:HGNC Symbol;Acc:HGNC:1491]	2	133789485	133926170	1
ENSBTAG00000026758	AKR7A2	aldo-keto reductase family 7 member A2 [Source:HGNC Symbol;Acc:HGNC:389]	2	133974504	133983362	-1
ENSBTAG00000011951	MRTO4	MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]	2	133992732	133998200	-1
ENSBTAG00000015240	UBR4	ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]	2	134039040	134176134	1
ENSBTAG00000034796	TEX264	testis expressed 264 [Source:HGNC Symbol;Acc:HGNC:30247]	22	49687729	49717832	-1
ENSBTAG00000001870	CPNE6	copine 6 [Source:HGNC Symbol;Acc:HGNC:2319]	10	20896405	20901462	-1
ENSBTAG00000006501	DCAF1	DDB1 and CUL4 associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30911]	22	49857472	49936603	1
ENSBTAG00000030335	ALDH4A1	aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406]	2	134345970	134380241	1
ENSBTAG00000015246	TAS1R2	taste 1 receptor member 2 [Source:HGNC Symbol;Acc:HGNC:14905]	2	134390907	134404755	1
ENSBTAG00000019172	IGSF21	immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246]	2	134864754	134910576	-1
ENSBTAG00000000684	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]	2	135557345	135672091	-1
ENSBTAG00000012052	PADI4	peptidyl arginine deiminase 4 [Source:HGNC Symbol;Acc:HGNC:18368]	2	135836956	135864707	-1
ENSBTAG00000012043	PADI3	peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]	2	135891757	135920584	-1
ENSBTAG00000000484	HYAL2	hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]	22	50592324	50597462	1
ENSBTAG00000000480	IFRD2	interferon related developmental regulator 2 [Source:HGNC Symbol;Acc:HGNC:5457]	22	50610662	50637639	1
ENSBTAG00000037679	PPP1R3E	protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]	10	21447236	21448497	1
ENSBTAG00000020645	GNAI2	G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385]	22	50670852	50691007	-1
ENSBTAG00000008509	SLC38A3	solute carrier family 38 member 3 [Source:HGNC Symbol;Acc:HGNC:18044]	22	50702769	50717523	-1
ENSBTAG00000004602	PITX1	paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]	7	48063871	48069063	-1
ENSBTAG00000018307	SEMA3F	semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]	22	50733157	50756457	-1
ENSBTAG00000016105	H2AFY	H2A histone family member Y [Source:HGNC Symbol;Acc:HGNC:4740]	7	48390758	48472188	-1
ENSBTAG00000012724	AJUBA	ajuba LIM protein [Source:HGNC Symbol;Acc:HGNC:20250]	10	21699229	21708079	1
ENSBTAG00000015046	MST1R	macrophage stimulating 1 receptor [Source:HGNC Symbol;Acc:HGNC:7381]	22	50928327	50941427	1
ENSBTAG00000032026	GMPPB	GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:HGNC:22932]	22	51052512	51054893	1
ENSBTAG00000011588	RNF123	ring finger protein 123 [Source:HGNC Symbol;Acc:HGNC:21148]	22	51054914	51078183	-1
ENSBTAG00000011581	BSN	bassoon presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:1117]	22	51104195	51175293	-1
ENSBTAG00000011580	DAG1	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]	22	51187154	51200326	-1
ENSBTAG00000004279	RHOA	ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]	22	51277867	51323093	1
ENSBTAG00000014182	CTNNA1	Bos taurus catenin (cadherin-associated protein), alpha 1, 102kDa (CTNNA1), mRNA. [Source:RefSeq mRNA;Acc:NM_001035366]	7	51688098	51880519	1
ENSBTAG00000033747	SIL1	SIL1 nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:24624]	7	51888630	52144488	-1
ENSBTAG00000008224	PAIP2	poly(A) binding protein interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17970]	7	52252774	52270426	1
ENSBTAG00000022635	LAMB2	laminin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6487]	22	51456200	51470441	1
ENSBTAG00000016595	CYSTM1	cysteine rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:HGNC:30239]	7	53047810	53118491	1
ENSBTAG00000001183	KLHL33	kelch like family member 33 [Source:HGNC Symbol;Acc:HGNC:31952]	10	26728622	26738305	1
ENSBTAG00000005490	P4HTM	prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]	22	51556260	51569916	-1
ENSBTAG00000019081	COL7A1	collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]	22	51859652	51889946	1
ENSBTAG00000015938	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:24097]	7	54377030	54453900	-1
ENSBTAG00000008437	PCDH12	protocadherin 12 [Source:HGNC Symbol;Acc:HGNC:8657]	7	54690461	54702923	-1
ENSBTAG00000007865	GNPDA1	glucosamine-6-phosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:4417]	7	54748005	54759289	-1
ENSBTAG00000003172	MEIS2	Meis homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7001]	10	32643648	32866661	-1
ENSBTAG00000015782	SCAP	SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634]	22	52768660	52818675	1
ENSBTAG00000012180	BMF	Bcl2 modifying factor [Source:HGNC Symbol;Acc:HGNC:24132]	10	35856697	35871287	-1
ENSBTAG00000016948	PTH1R	parathyroid hormone 1 receptor [Source:HGNC Symbol;Acc:HGNC:9608]	22	53161302	53224114	-1
ENSBTAG00000010578	IL17B	interleukin 17B [Source:HGNC Symbol;Acc:HGNC:5982]	7	62769961	62773956	-1
ENSBTAG00000015419	ARHGEF37	Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]	7	62923976	62978142	1
ENSBTAG00000008013	LRRC2	leucine rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14676]	22	53448776	53486047	1
ENSBTAG00000012943	PPARGC1B	PPARG coactivator 1 beta [Source:HGNC Symbol;Acc:HGNC:30022]	7	63153227	63182560	1
ENSBTAG00000048004			22	53923881	53924433	-1
ENSBTAG00000013477	GCHFR	GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]	10	36425458	36429223	1
ENSBTAG00000003501	SACM1L	SAC1 suppressor of actin mutations 1-like (yeast) [Source:HGNC Symbol;Acc:HGNC:17059]	22	54199066	54252163	-1
ENSBTAG00000016291	RHOV	ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]	10	36523869	36525354	-1
ENSBTAG00000010361	DLL4	delta like canonical Notch ligand 4 [Source:HGNC Symbol;Acc:HGNC:2910]	10	36577285	36586360	1
ENSBTAG00000001675	ITPKA	inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178]	10	37035180	37043518	1
ENSBTAG00000017825	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]	22	54958550	54993723	-1
